Dimension;Cluster;Seed_words;Synonym;Synonyms_adjusted;Similarity_Score
Financing/Investment;5;['cost_benefit_analysis'];cost_benefit_analysis;cost benefit analysis;1
Financing/Investment;5;['cost_benefit_analysis'];comprehensive_capital_plan;comprehensive capital plan;0.367444873
Financing/Investment;5;['cost_benefit_analysis'];revised_capital_plan;revised capital plan;0.334186405
Financing/Investment;5;['cost_benefit_analysis'];risk_based_approach;risk based approach;0.325145006
Financing/Investment;3;['bottlenecks', 'operating_cycle', 'operational_planning'];cash_conversion_cycle;cash conversion cycle;0.351703048
Financing/Investment;3;['bottlenecks', 'operating_cycle', 'operational_planning'];low_interest_rate_environment;low interest rate environment;0.306346655
Financing/Investment;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];chief_credit_officer;chief credit officer;0.436554462
Financing/Investment;3;['performance_monitoring', 'track_performance'];capital_utilization;capital utilization;0.336232662
Financing/Investment;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];forward_prices;forward prices;0.426857412
Financing/Investment;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];credit_policy;credit policy;0.539040446
Financing/Investment;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];investment_policy;investment policy;0.543559134
Financing/Investment;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];capital_structure_strategy;capital structure strategy;0.547407508
Financing/Investment;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];capital_strategy;capital strategy;0.540640056
Operations;4;['resource_allocation'];operational_decisions;operational decisions;0.456956625
Operations;2;['cost_management'];operational_improvement;operational improvement;0.522779584
Operations;2;['cost_management'];productivity_improvement;productivity improvement;0.491950601
Operations;2;['cost_management'];productivity_gains;productivity gains;0.560441971
Operations;4;['cost_control'];increased_productivity;increased productivity;0.523735225
Operations;4;['cost_control'];higher_productivity;higher productivity;0.502236307
Operations;4;['cost_control'];improved_productivity;improved productivity;0.501870394
Operations;4;['cost_control'];productivity_improvements;productivity improvements;0.501480639
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];bottlenecks;bottlenecks;0.409634352
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];design_phase;design phase;0.326151371
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];operating_cycle;operating cycle;0.819690824
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];operational_planning;operational planning;0.40364787
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];business_cycle;business cycle;0.361855
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];sales_cycle;sales cycle;0.356167704
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];construction_cycle;construction cycle;0.353921831
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];production_needs;production needs;0.314389259
Operations;3;['bottlenecks', 'operating_cycle', 'operational_planning'];cycle_time;cycle time;0.313409537
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];supply_chain_optimization;supply chain optimization;0.585667551
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];drive_efficiencies;drive efficiencies;0.55866468
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];efficiency_gains;efficiency gains;0.546491683
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];increased_efficiency;increased efficiency;0.538632572
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];lean_principles;lean principles;0.538023174
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];process_efficiencies;process efficiencies;0.535043657
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];continuous_improvement;continuous improvement;0.836326122
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];global_procurement;global procurement;0.539230466
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];improving_productivity;improving productivity;0.574756324
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];operational_efficiencies;operational efficiencies;0.597319365
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];operational_excellence;operational excellence;0.649325848
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];operational_improvements;operational improvements;0.558483362
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];process_improvement;process improvement;0.766025305
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];process_improvements;process improvements;0.817695796
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];productivity_initiatives;productivity initiatives;0.549428225
Operations;1;['continuous_improvement', 'process_improvements', 'process_improvement'];quality_improvement;quality improvement;0.590549886
Operations;5;['inventory_management', 'capacity_utilization'];inventory_management;inventory management;0.859566867
Operations;5;['inventory_management', 'capacity_utilization'];inventory_planning;inventory planning;0.441053301
Operations;5;['inventory_management', 'capacity_utilization'];capacity_utilization;capacity utilization;0.690514386
Operations;5;['inventory_management', 'capacity_utilization'];product_availability;product availability;0.542268395
Operations;5;['inventory_management', 'capacity_utilization'];inventory_replenishment;inventory replenishment;0.4573327
Operations;5;['inventory_management', 'capacity_utilization'];inventory_levels;inventory levels;0.492696315
Operations;5;['inventory_management', 'capacity_utilization'];product_demand;product demand;0.46164903
Operations;5;['inventory_management', 'capacity_utilization'];cycle_times;cycle times;0.458492011
Operations;5;['inventory_management', 'capacity_utilization'];operational_efficiency;operational efficiency;0.452112675
Operations;5;['inventory_management', 'capacity_utilization'];product_sourcing;product sourcing;0.445771813
Operations;5;['inventory_management', 'capacity_utilization'];inventory_management_systems;inventory management systems;0.443169892
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];make_operating_decisions;make operating decisions;0.421995759
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];codms;codms;0.412744462
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];making_operating_decisions;making operating decisions;0.421128601
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];operational_decision_making;operational decision making;0.885735333
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];operational_management;operational management;0.501823246
Operations;2;['operations_management', 'operational_decision_making', 'operational_management'];operations_management;operations management;0.426645815
Operations;4;['supply_chain_management', 'logistics_management'];global_sourcing;global sourcing;0.536908865
Operations;4;['supply_chain_management', 'logistics_management'];logistics_management;logistics management;0.73263365
Operations;4;['supply_chain_management', 'logistics_management'];order_fulfillment;order fulfillment;0.614723325
Operations;4;['supply_chain_management', 'logistics_management'];order_management;order management;0.540739119
Operations;4;['supply_chain_management', 'logistics_management'];order_entry;order entry;0.565876067
Operations;4;['supply_chain_management', 'logistics_management'];global_manufacturing;global manufacturing;0.561225355
Operations;4;['supply_chain_management', 'logistics_management'];merchandise_distribution;merchandise distribution;0.559939146
Operations;4;['supply_chain_management', 'logistics_management'];warehouse_management;warehouse management;0.552700222
Operations;4;['supply_chain_management', 'logistics_management'];supply_management;supply management;0.547465086
Operations;4;['supply_chain_management', 'logistics_management'];store_replenishment;store replenishment;0.54415822
Operations;4;['supply_chain_management', 'logistics_management'];supply_chain_infrastructure;supply chain infrastructure;0.528342009
Operations;4;['supply_chain_management', 'logistics_management'];materials_management;materials management;0.52174139
Operations;4;['supply_chain_management', 'logistics_management'];inventory_control;inventory control;0.519817173
Operations;4;['supply_chain_management', 'logistics_management'];transportation_management;transportation management;0.514965951
Operations;4;['supply_chain_management', 'logistics_management'];lean_manufacturing;lean manufacturing;0.512997627
Operations;4;['supply_chain_management', 'logistics_management'];strategic_sourcing;strategic sourcing;0.558306754
Operations;4;['supply_chain_management', 'logistics_management'];supply_chain_management;supply chain management;0.969580472
Operations;3;['performance_monitoring', 'track_performance'];reduce_errors;reduce errors;0.347671419
Operations;3;['performance_monitoring', 'track_performance'];overall_operating_efficiency;overall operating efficiency;0.326230109
Operations;1;['pricing_strategy', 'strategic_pricing'];supply_chain_initiatives;supply chain initiatives;0.490713716
Operations;1;['pricing_strategy', 'strategic_pricing'];operating_strategies;operating strategies;0.453811854
Operations;3;['revenue_management'];network_planning;network planning;0.521351635
Operations;3;['revenue_management'];merchandise_planning;merchandise planning;0.459065199
Operations;3;['revenue_management'];operations_support;operations support;0.440224349
Operations;3;['revenue_management'];operations_officer;operations officer;0.43837142
Operations;5;['revenue_streams', 'revenue_stream'];product_portfolios;product portfolios;0.426575005
Operations;5;['revenue_streams', 'revenue_stream'];product_groups;product groups;0.402484089
Operations;5;['revenue_streams', 'revenue_stream'];product_categories;product categories;0.39338237
Operations;5;['revenue_streams', 'revenue_stream'];product_lines;product lines;0.39177978
Operations;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];operating_procedures;operating procedures;0.509194195
Operations;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];operational_initiatives;operational initiatives;0.586103201
Operations;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];operating_plan;operating plan;0.561177909
Operations;5;['operating_model', 'organizational_structure'];manufacturing_footprint;manufacturing footprint;0.557722151
Performance/Internal Reporting;4;['resource_allocation'];performance_evaluation;performance evaluation;0.52580303
Performance/Internal Reporting;4;['resource_allocation'];segment_management;segment management;0.441143066
Performance/Internal Reporting;5;['cost_accounting', 'historical_cost_accounting'];tax_reporting;tax reporting;0.313081622
Performance/Internal Reporting;4;['financial_planning'];employee_benefits_administration;employee benefits administration;0.454132885
Performance/Internal Reporting;3;['bottlenecks', 'operating_cycle', 'operational_planning'];output_measure;output measure;0.318248928
Performance/Internal Reporting;5;['inventory_management', 'capacity_utilization'];workforce_productivity;workforce productivity;0.459730446
Performance/Internal Reporting;2;['operations_management', 'operational_decision_making', 'operational_management'];assessing_performance;assessing performance;0.42469728
Performance/Internal Reporting;2;['operations_management', 'operational_decision_making', 'operational_management'];assess_performance;assess performance;0.429122865
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];adjusted_earnings_per_share;adjusted earnings per share;0.544779837
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];financial_metrics;financial metrics;0.597326338
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];financial_measures;financial measures;0.590760827
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_metrics;key metrics;0.576924264
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];non_gaap_financial_measures;non gaap financial measures;0.560869336
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];adjusted_eps;adjusted eps;0.553374588
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];company_performance;company performance;0.552158356
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];non_gaap_earnings_per_share;non gaap earnings per share;0.548765659
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];non_gaap_revenue;non gaap revenue;0.547998846
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];non_gaap_measures;non gaap measures;0.543574512
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_criterion;performance criterion;0.542866349
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];financial_performance_measures;financial performance measures;0.666930676
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_performance_metrics;key performance metrics;0.562771916
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_measure;performance measure;0.74215132
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_measurement;performance measurement;0.546653748
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_measures;performance measures;0.799465656
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_metric;performance metric;0.74544096
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];performance_metrics;performance metrics;0.690443158
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];relative_total_shareholder_return;relative total shareholder return;0.635143578
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];relative_tsr;relative tsr;0.543135524
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];rtsr;rtsr;0.551631331
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];internal_financial_reporting;internal financial reporting;0.482999146
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];evaluating_segment_performance;evaluating segment performance;0.438819587
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];internal_accounting;internal accounting;0.43454501
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];segment_reporting;segment reporting;0.432078004
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];performance_assessment;performance assessment;0.424067855
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];internal_reporting_structure;internal reporting structure;0.421837747
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];assessing_financial_performance;assessing financial performance;0.421758175
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];internal_reporting;internal reporting;0.8949157
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];management_reporting;management reporting;0.621657312
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];performance_reporting;performance reporting;0.62898612
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];portfolio_accounting;portfolio accounting;0.436463624
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];segment_performance;segment performance;0.433448702
Performance/Internal Reporting;3;['performance_monitoring', 'track_performance'];self_assessments;self assessments;0.33324188
Performance/Internal Reporting;3;['performance_monitoring', 'track_performance'];performance_attribution;performance attribution;0.329389155
Performance/Internal Reporting;3;['performance_monitoring', 'track_performance'];performance_monitoring;performance monitoring;0.638479173
Performance/Internal Reporting;3;['performance_monitoring', 'track_performance'];track_performance;track performance;0.74284333
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_criteria;performance criteria;0.67927748
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_goal;performance goal;0.667068481
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_target;performance target;0.896754801
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_targets;performance targets;0.910737991
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_goals;performance goals;0.689355314
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_condition;performance condition;0.678050756
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_conditions;performance conditions;0.631309211
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];certain_performance_criteria;certain performance criteria;0.604593873
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_objectives;performance objectives;0.597476661
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_based_awards;performance based awards;0.572589159
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];specified_performance_criteria;specified performance criteria;0.556476772
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];specified_performance_goals;specified performance goals;0.547764599
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];specified_performance_measures;specified performance measures;0.538193822
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];target_awards;target awards;0.530633807
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_cycle;performance cycle;0.530443251
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];operating_goals;operating goals;0.518471837
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];level_of_achievement;level of achievement;0.518413663
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];performance_awards;performance awards;0.517562807
Performance/Internal Reporting;4;['performance_targets', 'performance_target'];achievement_of_performance_goals;achievement of performance goals;0.517445803
Performance/Internal Reporting;5;['scorecard', 'dashboard'];dashboard;dashboard;0.788168371
Performance/Internal Reporting;5;['scorecard', 'dashboard'];management_system;management system;0.494364142
Performance/Internal Reporting;5;['scorecard', 'dashboard'];scorecard;scorecard;0.868082404
Performance/Internal Reporting;5;['scorecard', 'dashboard'];dashboards;dashboards;0.466824889
Performance/Internal Reporting;3;['revenue_management'];performance_management;performance management;0.47241801
Performance/Internal Reporting;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];reporting_processes;reporting processes;0.489568621
Performance/Internal Reporting;5;['operating_model', 'organizational_structure'];management_reporting_structure;management reporting structure;0.594021559
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_performance_metric;key performance metric;1
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_performance_measures;key performance measures;1
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_performance_measure;key performance measure;1
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];key_performance_indicators;key performance indicators;1
Performance/Internal Reporting;1;['key_performance_metrics', 'performance_metrics', 'performance_metric', 'key_performance_metric', 'key_performance_measures', 'key_performance_measure', 'key_performance_indicators', 'performance_measures', 'performance_measure', 'financial_performance_measures', 'financial_performance_measure', 'performance_measurement'];financial_performance_measure;financial performance measure;1
Performance/Internal Reporting;2;['internal_reporting', 'performance_reporting', 'internal_management_reports'];internal_management_reports;internal management reports;1
Pricing/Revenue Management;4;['cost_control'];top_line_growth;top line growth;0.519965351
Pricing/Revenue Management;5;['inventory_management', 'capacity_utilization'];product_yields;product yields;0.440261602
Pricing/Revenue Management;4;['performance_targets', 'performance_target'];revenue_target;revenue target;0.55498749
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];marketing_strategies;marketing strategies;0.488244861
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];customer_mix;customer mix;0.485615939
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];channel_mix;channel mix;0.470218092
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];pricing_initiatives;pricing initiatives;0.468492001
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];pricing_actions;pricing actions;0.467040062
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];marketing_strategy;marketing strategy;0.462946922
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];merchandise_mix;merchandise mix;0.455224812
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];product_mix;product mix;0.45391795
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];pricing_strategies;pricing strategies;0.513880432
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];pricing_strategy;pricing strategy;0.886339486
Pricing/Revenue Management;1;['pricing_strategy', 'strategic_pricing'];strategic_pricing;strategic pricing;0.699640512
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];pricing;pricing;0.616157532
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];competitive_pricing;competitive pricing;0.482497901
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];selling_prices;selling prices;0.478354186
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];pricing_adjustments;pricing adjustments;0.46676302
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];commodity_pricing;commodity pricing;0.462148756
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];sales_trends;sales trends;0.45997563
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];product_prices;product prices;0.451077104
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];pricing_trends;pricing trends;0.448824227
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];pricing_changes;pricing changes;0.446588188
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];customer_trends;customer trends;0.446498126
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];market_prices;market prices;0.442091882
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];historical_return_rates;historical return rates;0.431470484
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];price_levels;price levels;0.431216389
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];customer_behavior;customer behavior;0.427668899
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];value_pricing;value pricing;1
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];dynamic_pricing;dynamic pricing;1
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];market_pricing;market pricing;0.618899524
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];premium_pricing;premium pricing;0.565026462
Pricing/Revenue Management;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];product_pricing;product pricing;0.810552359
Pricing/Revenue Management;3;['revenue_management'];customer_management;customer management;0.47928679
Pricing/Revenue Management;3;['revenue_management'];customer_relationship_management;customer relationship management;0.480125189
Pricing/Revenue Management;3;['revenue_management'];customer_care;customer care;0.467996955
Pricing/Revenue Management;3;['revenue_management'];relationship_management;relationship management;0.437691599
Pricing/Revenue Management;3;['revenue_management'];revenue_management;revenue management;1
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];recurring_revenue;recurring revenue;0.478927404
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_stream;revenue stream;0.806980193
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_streams;revenue streams;0.914177477
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_sources;revenue sources;0.524692893
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_base;revenue base;0.493784696
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_arrangements;revenue arrangements;0.44683525
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];customer_base;customer base;0.444627106
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];customer_arrangements;customer arrangements;0.437094092
